"Player","Nation","Pos","Age","MP","Starts","Min","90s","Gls","Ast","G+A","G-PK","PK","PKatt","CrdY","CrdR","xG","npxG","xAG","npxG+xAG","PrgC","PrgP","PrgR","Gls_90","Ast_90","G+A_90","G-PK_90","G+A-PK_90","xG_90","xAG_90","xG+xAG_90","npxG_90","npxG+xAG_90","Team","AgeGroup","MP_norm","xG_norm","xAG_norm"
"Hamed Junior TraorÃ¨","ci CIV","MF",23,3,0,47,0.5,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,2,3,4,0,0,0,0,0,0.34,0.07,0.41,0.34,0.41,"Bournemouth","Young",0.0540540540540541,0.00684931506849315,0
"Romain Faivre","fr FRA","MF,FW",25,5,0,41,0.5,0,0,0,0,0,0,1,0,0.2,0.2,0,0.2,4,5,4,0,0,0,0,0,0.34,0,0.34,0.34,0.34,"Bournemouth","Prime",0.108108108108108,0.00684931506849315,0
"Dominic Sadi","eng ENG","FW",19,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bournemouth","Young",0,0,0
"Max Kilman","eng ENG","DF",26,38,38,3420,38,2,0,2,2,0,0,7,0,1.8,1.8,1.4,3.2,22,117,5,0.05,0,0.05,0.05,0.05,0.05,0.04,0.08,0.05,0.08,"Wolverhampton","Prime",1,0.0616438356164384,0.11864406779661
"NÃ©lson Semedo","pt POR","DF,MF",29,36,36,3084,34.3,0,1,1,0,0,0,10,1,1.3,1.3,1.7,3,103,138,150,0,0.03,0.03,0,0.03,0.04,0.05,0.09,0.04,0.09,"Wolverhampton","Prime",0.945945945945946,0.0445205479452055,0.144067796610169
"JosÃ© SÃ¡","pt POR","GK",30,35,35,3037,33.7,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.03,0.03,0,0.03,0,0,0,0,0,"Wolverhampton","Prime",0.918918918918919,0,0
"Mario Lemina","ga GAB","MF",29,35,34,2968,33,4,1,5,4,0,0,12,1,4.6,4.6,1.5,6.2,32,76,49,0.12,0.03,0.15,0.12,0.15,0.14,0.05,0.19,0.14,0.19,"Wolverhampton","Prime",0.918918918918919,0.157534246575342,0.127118644067797
"JoÃ£o Gomes","br BRA","MF",22,34,32,2649,29.4,2,1,3,2,0,0,11,0,1.7,1.7,1.1,2.8,28,101,44,0.07,0.03,0.1,0.07,0.1,0.06,0.04,0.1,0.06,0.1,"Wolverhampton","Young",0.891891891891892,0.0582191780821918,0.0932203389830508
"Toti Gomes","pt POR","DF",24,35,31,2772,30.8,1,3,4,1,0,0,7,0,1.6,1.6,1.2,2.8,22,79,11,0.03,0.1,0.13,0.03,0.13,0.05,0.04,0.09,0.05,0.09,"Wolverhampton","Prime",0.918918918918919,0.0547945205479452,0.101694915254237
"Matheus Cunha","br BRA","FW,MF",24,32,29,2440,27.1,12,7,19,11,1,1,9,0,9.5,8.7,3.2,11.9,107,87,139,0.44,0.26,0.7,0.41,0.66,0.35,0.12,0.47,0.32,0.44,"Wolverhampton","Prime",0.837837837837838,0.325342465753425,0.271186440677966
"Rayan AÃ¯t-Nouri","dz ALG","DF,MF",22,33,29,2329,25.9,2,1,3,2,0,0,7,0,3.3,3.3,2.4,5.6,67,99,99,0.08,0.04,0.12,0.08,0.12,0.13,0.09,0.22,0.13,0.22,"Wolverhampton","Young",0.864864864864865,0.113013698630137,0.203389830508475
"Craig Dawson","eng ENG","DF",33,25,25,2209,24.5,1,1,2,1,0,0,7,0,1.5,1.5,1.4,2.9,1,49,4,0.04,0.04,0.08,0.04,0.08,0.06,0.06,0.12,0.06,0.12,"Wolverhampton","Veteran",0.648648648648649,0.0513698630136986,0.11864406779661
"Hwang Hee-chan","kr KOR","FW,MF",27,29,25,2119,23.5,12,3,15,11,1,1,6,0,7.7,6.9,3,9.9,37,37,120,0.51,0.13,0.64,0.47,0.59,0.33,0.13,0.45,0.29,0.42,"Wolverhampton","Prime",0.756756756756757,0.263698630136986,0.254237288135593
"Pablo Sarabia","es ESP","MF,FW",31,30,20,1745,19.4,4,7,11,2,2,2,5,0,5.5,3.9,5.9,9.8,41,109,137,0.21,0.36,0.57,0.1,0.46,0.28,0.3,0.59,0.2,0.5,"Wolverhampton","Veteran",0.783783783783784,0.188356164383562,0.5
"Pedro Neto","pt POR","FW,MF",23,20,18,1516,16.8,2,9,11,2,0,0,4,0,3.5,3.5,4.4,7.9,98,54,149,0.12,0.53,0.65,0.12,0.65,0.21,0.26,0.47,0.21,0.47,"Wolverhampton","Young",0.513513513513513,0.11986301369863,0.372881355932203
"Tommy Doyle","eng ENG","MF",21,26,11,1222,13.6,0,0,0,0,0,0,2,0,0.4,0.4,0.4,0.9,21,81,17,0,0,0,0,0,0.03,0.03,0.06,0.03,0.06,"Wolverhampton","Young",0.675675675675676,0.0136986301369863,0.0338983050847458
"Jean-Ricner Bellegarde","fr FRA","MF,FW",25,22,10,958,10.6,2,1,3,2,0,0,0,1,1.6,1.6,1,2.5,30,39,49,0.19,0.09,0.28,0.19,0.28,0.15,0.09,0.24,0.15,0.24,"Wolverhampton","Prime",0.567567567567568,0.0547945205479452,0.0847457627118644
"Matt Doherty","ie IRL","DF,MF",31,30,9,1150,12.8,1,0,1,1,0,0,2,0,0.8,0.8,1.3,2.2,12,31,64,0.08,0,0.08,0.08,0.08,0.07,0.1,0.17,0.07,0.17,"Wolverhampton","Veteran",0.783783783783784,0.0273972602739726,0.110169491525424
"Santiago Bueno","uy URU","DF",24,12,9,822,9.1,0,0,0,0,0,0,1,0,0,0,0.1,0.1,3,11,2,0,0,0,0,0,0,0.01,0.01,0,0.01,"Wolverhampton","Prime",0.297297297297297,0,0.00847457627118644
"Boubacar TraorÃ©","ml MLI","MF",21,24,7,819,9.1,0,0,0,0,0,0,4,0,0.3,0.3,0.4,0.7,9,29,15,0,0,0,0,0,0.03,0.04,0.07,0.03,0.07,"Wolverhampton","Young",0.621621621621622,0.0102739726027397,0.0338983050847458
"Hugo Bueno","es ESP","DF,MF",20,22,7,741,8.2,0,0,0,0,0,0,1,0,0.3,0.3,0.8,1,22,8,40,0,0,0,0,0,0.03,0.09,0.13,0.03,0.13,"Wolverhampton","Young",0.567567567567568,0.0102739726027397,0.0677966101694915
"Daniel Bentley","eng ENG","GK",30,5,3,383,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wolverhampton","Prime",0.108108108108108,0,0
"FÃ¡bio Silva","pt POR","FW",21,8,3,264,2.9,0,0,0,0,0,0,2,0,1,1,0.2,1.2,5,10,13,0,0,0,0,0,0.35,0.07,0.42,0.35,0.42,"Wolverhampton","Young",0.189189189189189,0.0342465753424658,0.0169491525423729
"Matheus Nunes","pt POR","MF",24,2,2,179,2,0,0,0,0,0,0,2,1,0.1,0.1,0.1,0.2,7,8,9,0,0,0,0,0,0.04,0.05,0.09,0.04,0.09,"Wolverhampton","Prime",0.027027027027027,0.00342465753424658,0.00847457627118644
"Leon Chiwome","eng ENG","FW",17,3,2,174,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,2,7,0,0,0,0,0,0.05,0,0.05,0.05,0.05,"Wolverhampton","Young",0.0540540540540541,0.00342465753424658,0
"Nathan Fraser","ie IRL","FW",18,7,1,186,2.1,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,1,2,21,0,0,0,0,0,0.16,0.04,0.19,0.16,0.19,"Wolverhampton","Young",0.162162162162162,0.0102739726027397,0.00847457627118644
"Sasa Kalajdzic","at AUT","FW",26,11,1,166,1.8,2,0,2,2,0,0,0,0,1.1,1.1,1,2,1,5,9,1.08,0,1.08,1.08,1.08,0.57,0.52,1.09,0.57,1.09,"Wolverhampton","Prime",0.27027027027027,0.0376712328767123,0.0847457627118644
"Tawanda Chirewa","zw ZIM","MF,FW",19,8,1,145,1.6,0,0,0,0,0,0,1,0,0.2,0.2,0,0.2,1,7,8,0,0,0,0,0,0.1,0.02,0.12,0.1,0.12,"Wolverhampton","Young",0.189189189189189,0.00684931506849315,0
"Jonny Castro","es ESP","MF",29,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wolverhampton","Prime",0,0,0
"Enso Gonzalez","py PAR","MF,DF",18,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"Wolverhampton","Young",0,0,0
"Mark Flekken","nl NED","GK",30,37,37,3285,36.5,0,1,1,0,0,0,3,0,0,0,0.5,0.5,0,5,0,0,0.03,0.03,0,0.03,0,0.01,0.01,0,0.01,"Brentford","Prime",0.972972972972973,0,0.0423728813559322
"Vitaly Janelt","de GER","MF,DF",25,38,37,3054,33.9,1,3,4,1,0,0,8,0,1.8,1.8,4.8,6.5,25,123,81,0.03,0.09,0.12,0.03,0.12,0.05,0.14,0.19,0.05,0.19,"Brentford","Prime",1,0.0616438356164384,0.406779661016949
"Christian NÃ¸rgaard","dk DEN","MF",29,31,30,2505,27.8,2,1,3,2,0,0,8,0,3.5,3.5,1.9,5.4,15,161,42,0.07,0.04,0.11,0.07,0.11,0.12,0.07,0.19,0.12,0.19,"Brentford","Prime",0.810810810810811,0.11986301369863,0.161016949152542
"Nathan Collins","ie IRL","DF",22,32,29,2652,29.5,1,1,2,1,0,0,3,0,1.7,1.7,2.2,3.9,11,97,18,0.03,0.03,0.07,0.03,0.07,0.06,0.07,0.13,0.06,0.13,"Brentford","Young",0.837837837837838,0.0582191780821918,0.186440677966102
"Yoane Wissa","cd COD","FW",26,34,29,2493,27.7,12,3,15,12,0,0,7,0,10.6,10.6,3.9,14.5,45,48,150,0.43,0.11,0.54,0.43,0.54,0.38,0.14,0.52,0.38,0.52,"Brentford","Prime",0.891891891891892,0.363013698630137,0.330508474576271
"Ethan Pinnock","jm JAM","DF",30,29,28,2521,28,2,0,2,2,0,0,1,0,2,2,1,3,11,61,16,0.07,0,0.07,0.07,0.07,0.07,0.04,0.11,0.07,0.11,"Brentford","Prime",0.756756756756757,0.0684931506849315,0.0847457627118644
"Mathias Jensen","dk DEN","MF",27,32,27,2204,24.5,3,3,6,3,0,0,5,0,0.7,0.7,4,4.7,19,123,66,0.12,0.12,0.25,0.12,0.25,0.03,0.16,0.19,0.03,0.19,"Brentford","Prime",0.837837837837838,0.023972602739726,0.338983050847458
"Mads Roerslev","dk DEN","DF",24,34,22,1985,22.1,1,2,3,1,0,0,1,0,0.9,0.9,1.8,2.7,18,43,90,0.05,0.09,0.14,0.05,0.14,0.04,0.08,0.12,0.04,0.12,"Brentford","Prime",0.891891891891892,0.0308219178082192,0.152542372881356
"Bryan Mbeumo","cm CMR","FW",23,25,22,1960,21.8,9,6,15,6,3,3,2,0,9.8,7.4,4.6,12.1,74,88,195,0.41,0.28,0.69,0.28,0.55,0.45,0.21,0.66,0.34,0.55,"Brentford","Young",0.648648648648649,0.335616438356164,0.389830508474576
"Kristoffer Ajer","no NOR","DF",25,28,21,1832,20.4,2,1,3,2,0,0,5,0,1.3,1.3,2.3,3.6,22,61,31,0.1,0.05,0.15,0.1,0.15,0.06,0.11,0.18,0.06,0.18,"Brentford","Prime",0.72972972972973,0.0445205479452055,0.194915254237288
"Ivan Toney","eng ENG","FW",27,17,16,1450,16.1,4,2,6,4,0,0,5,0,6,6,1.5,7.4,23,40,98,0.25,0.12,0.37,0.25,0.37,0.37,0.09,0.46,0.37,0.46,"Brentford","Prime",0.432432432432432,0.205479452054795,0.127118644067797
"Keane Lewis-Potter","eng ENG","FW,DF",22,30,15,1441,16,3,1,4,3,0,0,0,0,6.3,6.3,1.7,8,56,32,135,0.19,0.06,0.25,0.19,0.25,0.39,0.11,0.5,0.39,0.5,"Brentford","Young",0.783783783783784,0.215753424657534,0.144067796610169
"Ben Mee","eng ENG","DF",33,16,15,1272,14.1,2,0,2,2,0,0,1,1,1.5,1.5,0.3,1.8,11,49,9,0.14,0,0.14,0.14,0.14,0.1,0.02,0.13,0.1,0.13,"Brentford","Veteran",0.405405405405405,0.0513698630136986,0.0254237288135593
"Sergio ReguilÃ³n","es ESP","DF",26,16,14,1118,12.4,0,4,4,0,0,0,4,1,0.8,0.8,2.8,3.6,34,38,40,0,0.32,0.32,0,0.32,0.06,0.23,0.29,0.06,0.29,"Brentford","Prime",0.405405405405405,0.0273972602739726,0.23728813559322
"Neal Maupay","fr FRA","FW",26,29,13,1321,14.7,6,3,9,6,0,0,8,0,5.7,5.7,2.3,8.1,21,37,91,0.41,0.2,0.61,0.41,0.61,0.39,0.16,0.55,0.39,0.55,"Brentford","Prime",0.756756756756757,0.195205479452055,0.194915254237288
"Mathias JÃ¸rgensen","dk DEN","DF",33,14,12,1087,12.1,1,0,1,1,0,0,4,0,0.7,0.7,0.9,1.7,5,50,4,0.08,0,0.08,0.08,0.08,0.06,0.08,0.14,0.06,0.14,"Brentford","Veteran",0.351351351351351,0.023972602739726,0.076271186440678
"Frank Onyeka","ng NGA","MF",25,26,11,1161,12.9,1,2,3,1,0,0,8,0,2.2,2.2,1.8,4,17,33,39,0.08,0.16,0.23,0.08,0.23,0.17,0.14,0.31,0.17,0.31,"Brentford","Prime",0.675675675675676,0.0753424657534247,0.152542372881356
"Aaron Hickey","sct SCO","DF",21,9,9,713,7.9,0,0,0,0,0,0,5,0,0.2,0.2,0.1,0.3,9,21,13,0,0,0,0,0,0.03,0.01,0.04,0.03,0.04,"Brentford","Young",0.216216216216216,0.00684931506849315,0.00847457627118644
"Mikkel Damsgaard","dk DEN","MF",23,23,7,842,9.4,0,2,2,0,0,0,2,0,0.9,0.9,1.4,2.4,16,61,32,0,0.21,0.21,0,0.21,0.1,0.16,0.25,0.1,0.25,"Brentford","Young",0.594594594594595,0.0308219178082192,0.11864406779661
"Saman Ghoddos","ir IRN","DF",29,19,7,739,8.2,1,0,1,1,0,0,5,0,0.3,0.3,1.1,1.4,22,36,31,0.12,0,0.12,0.12,0.12,0.04,0.13,0.17,0.04,0.17,"Brentford","Prime",0.486486486486487,0.0102739726027397,0.0932203389830508
"Rico Henry","eng ENG","DF",26,5,5,401,4.5,0,1,1,0,0,0,1,0,0.1,0.1,1,1.1,13,20,12,0,0.22,0.22,0,0.22,0.02,0.22,0.24,0.02,0.24,"Brentford","Prime",0.108108108108108,0.00342465753424658,0.0847457627118644
"Kevin Schade","de GER","FW,MF",21,11,3,333,3.7,2,1,3,2,0,0,0,0,1.2,1.2,0.7,1.9,8,9,23,0.54,0.27,0.81,0.54,0.81,0.32,0.19,0.52,0.32,0.52,"Brentford","Young",0.27027027027027,0.0410958904109589,0.0593220338983051
"Shandon Baptiste","gd GRN","MF",25,10,2,229,2.5,1,1,2,1,0,0,1,0,0.9,0.9,0.2,1.1,3,5,1,0.39,0.39,0.79,0.39,0.79,0.35,0.08,0.43,0.35,0.43,"Brentford","Prime",0.243243243243243,0.0308219178082192,0.0169491525423729
"Thomas Strakosha","al ALB","GK",28,2,1,135,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brentford","Prime",0.027027027027027,0,0
"Michael Olakigbe","eng ENG","DF,FW",19,8,0,59,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,10,4,17,0,0,0,0,0,0.18,0,0.18,0.18,0.18,"Brentford","Young",0.189189189189189,0.00342465753424658,0
"Josh Dasilva","eng ENG","DF,FW",24,3,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0.2,0.2,2,2,5,0,0,0,0,0,0,0.72,0.72,0,0.72,"Brentford","Prime",0.0540540540540541,0,0.0169491525423729
"Myles Peart-Harris","eng ENG","DF,MF",20,3,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0.12,0.12,0,0.12,"Brentford","Young",0.0540540540540541,0,0
"Morgan Gibbs-White","eng ENG","MF,FW",23,37,35,3156,35.1,5,10,15,4,1,1,9,0,6.9,6.1,8.4,14.6,80,170,181,0.14,0.29,0.43,0.11,0.4,0.2,0.24,0.44,0.17,0.42,"Nottingham Forest","Young",0.972972972972973,0.236301369863014,0.711864406779661
"Murillo","br BRA","DF",21,32,32,2789,31,0,2,2,0,0,0,5,0,1.8,1.8,1.2,3,22,89,7,0,0.06,0.06,0,0.06,0.06,0.04,0.1,0.06,0.1,"Nottingham Forest","Young",0.837837837837838,0.0616438356164384,0.101694915254237
"Anthony Elanga","se SWE","FW,MF",21,36,25,2433,27,5,9,14,5,0,0,1,0,6.6,6.6,6.7,13.3,98,49,196,0.18,0.33,0.52,0.18,0.52,0.24,0.25,0.49,0.24,0.49,"Nottingham Forest","Young",0.945945945945946,0.226027397260274,0.567796610169491
"Ryan Yates","eng ENG","MF",25,35,21,1992,22.1,1,1,2,1,0,0,6,0,2.6,2.6,0.8,3.5,18,73,37,0.05,0.05,0.09,0.05,0.09,0.12,0.04,0.16,0.12,0.16,"Nottingham Forest","Prime",0.918918918918919,0.089041095890411,0.0677966101694915
"Callum Hudson-Odoi","eng ENG","FW,MF",22,29,20,1854,20.6,8,1,9,8,0,0,0,0,2.7,2.7,2.8,5.5,111,58,171,0.39,0.05,0.44,0.39,0.44,0.13,0.14,0.27,0.13,0.27,"Nottingham Forest","Young",0.756756756756757,0.0924657534246575,0.23728813559322
"Chris Wood","nz NZL","FW",31,31,20,1812,20.1,14,1,15,14,0,0,0,0,11.9,11.9,2.1,14,16,30,76,0.7,0.05,0.75,0.7,0.75,0.59,0.1,0.7,0.59,0.7,"Nottingham Forest","Veteran",0.810810810810811,0.407534246575342,0.177966101694915
"Danilo","br BRA","MF",22,29,20,1792,19.9,2,2,4,2,0,0,4,0,1.8,1.8,1.5,3.4,22,83,28,0.1,0.1,0.2,0.1,0.2,0.09,0.08,0.17,0.09,0.17,"Nottingham Forest","Young",0.756756756756757,0.0616438356164384,0.127118644067797
"Ola Aina","ng NGA","DF",26,22,20,1692,18.8,1,1,2,1,0,0,3,0,0.3,0.3,0.9,1.2,53,68,38,0.05,0.05,0.11,0.05,0.11,0.01,0.05,0.06,0.01,0.06,"Nottingham Forest","Prime",0.567567567567568,0.0102739726027397,0.076271186440678
"Orel Mangala","be BEL","MF",25,20,19,1563,17.4,1,0,1,1,0,0,6,0,0.8,0.8,0.2,1.1,13,45,14,0.06,0,0.06,0.06,0.06,0.05,0.01,0.06,0.05,0.06,"Nottingham Forest","Prime",0.513513513513513,0.0273972602739726,0.0169491525423729
"NicolÃ¡s DomÃ­nguez","ar ARG","MF,FW",25,26,19,1495,16.6,2,2,4,2,0,0,4,0,1.3,1.3,1,2.3,14,91,43,0.12,0.12,0.24,0.12,0.24,0.08,0.06,0.14,0.08,0.14,"Nottingham Forest","Prime",0.675675675675676,0.0445205479452055,0.0847457627118644
"Neco Williams","wls WAL","DF",22,26,18,1637,18.2,0,1,1,0,0,0,4,0,0.8,0.8,1.6,2.5,48,47,86,0,0.05,0.05,0,0.05,0.04,0.09,0.13,0.04,0.13,"Nottingham Forest","Young",0.675675675675676,0.0273972602739726,0.135593220338983
"Willy Boly","ci CIV","DF",32,20,18,1438,16,2,1,3,2,0,0,3,1,1.5,1.5,1.3,2.8,4,32,3,0.13,0.06,0.19,0.13,0.19,0.09,0.08,0.18,0.09,0.18,"Nottingham Forest","Veteran",0.513513513513513,0.0513698630136986,0.110169491525424
"Matt Turner","us USA","GK",29,17,17,1530,17,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nottingham Forest","Prime",0.432432432432432,0,0
"Matz Sels","be BEL","GK",31,16,16,1440,16,0,0,0,0,0,0,1,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nottingham Forest","Veteran",0.405405405405405,0,0.00847457627118644
"Moussa Niakhate","sn SEN","DF",27,21,15,1460,16.2,1,0,1,1,0,0,5,1,1.1,1.1,0.1,1.2,13,39,6,0.06,0,0.06,0.06,0.06,0.07,0.01,0.08,0.07,0.08,"Nottingham Forest","Prime",0.540540540540541,0.0376712328767123,0.00847457627118644
"Harry Toffolo","eng ENG","DF",27,23,15,1459,16.2,1,3,4,1,0,0,3,0,1.6,1.6,1.5,3.2,10,42,34,0.06,0.19,0.25,0.06,0.25,0.1,0.1,0.2,0.1,0.2,"Nottingham Forest","Prime",0.594594594594595,0.0547945205479452,0.127118644067797
"Ibrahim SangarÃ©","ci CIV","MF",25,17,13,1035,11.5,0,0,0,0,0,0,6,0,0.6,0.6,0.4,1,5,44,7,0,0,0,0,0,0.06,0.03,0.09,0.06,0.09,"Nottingham Forest","Prime",0.432432432432432,0.0205479452054795,0.0338983050847458
"Taiwo Awoniyi","ng NGA","FW",25,20,12,1042,11.6,6,3,9,6,0,0,2,0,4.7,4.7,1.7,6.4,8,14,45,0.52,0.26,0.78,0.52,0.78,0.41,0.15,0.56,0.41,0.56,"Nottingham Forest","Prime",0.513513513513513,0.160958904109589,0.144067796610169
"Serge Aurier","ci CIV","DF,MF",30,12,10,833,9.3,0,2,2,0,0,0,2,0,0.2,0.2,0.5,0.6,10,47,29,0,0.22,0.22,0,0.22,0.02,0.05,0.07,0.02,0.07,"Nottingham Forest","Prime",0.297297297297297,0.00684931506849315,0.0423728813559322
"Gonzalo Montiel","ar ARG","DF",26,14,8,801,8.9,0,2,2,0,0,0,5,0,0.1,0.1,1.4,1.5,10,28,32,0,0.22,0.22,0,0.22,0.01,0.15,0.17,0.01,0.17,"Nottingham Forest","Prime",0.351351351351351,0.00342465753424658,0.11864406779661
"Andrew Omobamidele","ie IRL","DF",21,11,8,783,8.7,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,1,8,0,0,0,0,0,0,0.02,0.01,0.03,0.02,0.03,"Nottingham Forest","Young",0.27027027027027,0.00342465753424658,0.00847457627118644
"Divock Origi","be BEL","FW",28,20,6,606,6.7,0,1,1,0,0,0,1,0,1.4,1.4,2.1,3.5,19,14,41,0,0.15,0.15,0,0.15,0.21,0.31,0.51,0.21,0.51,"Nottingham Forest","Prime",0.513513513513513,0.0479452054794521,0.177966101694915
"Nuno Tavares","pt POR","DF",23,8,5,457,5.1,0,0,0,0,0,0,2,0,0.2,0.2,0.5,0.7,14,24,12,0,0,0,0,0,0.03,0.1,0.13,0.03,0.13,"Nottingham Forest","Young",0.189189189189189,0.00684931506849315,0.0423728813559322
"Odisseas Vlachodimos","gr GRE","GK",29,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.01,0.01,0,0.01,"Nottingham Forest","Prime",0.108108108108108,0,0
"Joe Worrall","eng ENG","DF",26,7,5,439,4.9,0,0,0,0,0,0,0,1,0.1,0.1,0.2,0.3,0,8,1,0,0,0,0,0,0.02,0.04,0.06,0.02,0.06,"Nottingham Forest","Prime",0.162162162162162,0.00342465753424658,0.0169491525423729
"Scott McKenna","sct SCO","DF",26,5,5,416,4.6,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,1,10,0,0,0,0,0,0,0.05,0.04,0.08,0.05,0.08,"Nottingham Forest","Prime",0.108108108108108,0.00684931506849315,0.0169491525423729
"Felipe","br BRA","DF",34,7,4,375,4.2,0,0,0,0,0,0,4,0,0.1,0.1,0.1,0.2,1,6,0,0,0,0,0,0,0.03,0.01,0.04,0.03,0.04,"Nottingham Forest","Veteran",0.162162162162162,0.00342465753424658,0.00847457627118644
"Brennan Johnson","wls WAL","FW,MF",22,3,3,237,2.6,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.5,8,1,14,0,0,0,0,0,0.12,0.08,0.21,0.12,0.21,"Nottingham Forest","Young",0.0540540540540541,0.0102739726027397,0.0169491525423729
"Gio Reyna","us USA","FW,MF",20,9,2,235,2.6,0,1,1,0,0,0,0,0,0.3,0.3,0.5,0.8,3,12,14,0,0.38,0.38,0,0.38,0.11,0.18,0.29,0.11,0.29,"Nottingham Forest","Young",0.216216216216216,0.0102739726027397,0.0423728813559322
"Cheikhou KouyatÃ©","sn SEN","MF",33,12,2,212,2.4,0,0,0,0,0,0,2,0,0.3,0.3,0,0.3,0,5,5,0,0,0,0,0,0.12,0.02,0.14,0.12,0.14,"Nottingham Forest","Veteran",0.297297297297297,0.0102739726027397,0
"Rodrigo Ribeiro","pt POR","MF,FW",18,4,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,"Nottingham Forest","Young",0.0810810810810811,0,0
"Andrey Santos","br BRA","MF",19,1,0,8,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0,0.64,0,0.64,0.64,0.64,"Nottingham Forest","Young",0,0.00342465753424658,0
"Brandon Aguilera","cr CRC","FW",20,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Nottingham Forest","Young",0,0,0
"Thomas Kaminski","be BEL","GK",30,38,38,3405,37.8,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Luton Town","Prime",1,0,0
"Alfie Doughty","eng ENG","DF",23,37,34,2925,32.5,2,8,10,2,0,0,5,0,1.3,1.3,6.3,7.6,94,106,164,0.06,0.25,0.31,0.06,0.31,0.04,0.19,0.23,0.04,0.23,"Luton Town","Young",0.972972972972973,0.0445205479452055,0.533898305084746
"Carlton Morris","eng ENG","FW,MF",27,38,32,2862,31.8,11,4,15,6,5,5,4,0,11.4,7.5,2.8,10.2,37,56,120,0.35,0.13,0.47,0.19,0.31,0.36,0.09,0.45,0.23,0.32,"Luton Town","Prime",1,0.39041095890411,0.23728813559322
"Ross Barkley","eng ENG","MF",29,32,30,2618,29.1,5,4,9,5,0,0,6,0,4.1,4.1,3.7,7.9,48,163,39,0.17,0.14,0.31,0.17,0.31,0.14,0.13,0.27,0.14,0.27,"Luton Town","Prime",0.837837837837838,0.14041095890411,0.313559322033898
"Teden Mengi","eng ENG","DF",21,30,28,2469,27.4,1,0,1,1,0,0,3,0,0.6,0.6,0.3,0.9,15,54,1,0.04,0,0.04,0.04,0.04,0.02,0.01,0.03,0.02,0.03,"Luton Town","Young",0.783783783783784,0.0205479452054795,0.0254237288135593
"Gabriel Osho","ng NGA","DF",24,21,21,1846,20.5,2,0,2,2,0,0,3,0,1.1,1.1,0.1,1.2,10,37,4,0.1,0,0.1,0.1,0.1,0.05,0.01,0.06,0.05,0.06,"Luton Town","Prime",0.540540540540541,0.0376712328767123,0.00847457627118644
"Issa KaborÃ©","bf BFA","DF",22,24,21,1729,19.2,0,2,2,0,0,0,7,0,0.2,0.2,2.1,2.3,60,54,85,0,0.1,0.1,0,0.1,0.01,0.11,0.12,0.01,0.12,"Luton Town","Young",0.621621621621622,0.00684931506849315,0.177966101694915
"Amari'i Bell","jm JAM","DF",29,21,21,1720,19.1,0,0,0,0,0,0,0,0,0.3,0.3,0.5,0.7,32,76,10,0,0,0,0,0,0.01,0.02,0.04,0.01,0.04,"Luton Town","Prime",0.540540540540541,0.0102739726027397,0.0423728813559322
"Tahith Chong","nl NED","MF,FW",23,33,20,1982,22,4,0,4,4,0,0,4,0,2.7,2.7,0.5,3.2,57,72,101,0.18,0,0.18,0.18,0.18,0.12,0.02,0.15,0.12,0.15,"Luton Town","Young",0.864864864864865,0.0924657534246575,0.0423728813559322
"Reece Burke","eng ENG","DF",26,22,20,1660,18.4,0,4,4,0,0,0,5,0,1.3,1.3,1.4,2.7,11,67,14,0,0.22,0.22,0,0.22,0.07,0.07,0.15,0.07,0.15,"Luton Town","Prime",0.567567567567568,0.0445205479452055,0.11864406779661
